CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType
2106,Mrs.,Kerris,H,Grant,AMEX,,female,45,Urban,Yes,28405,Single,Yes,Level1,1,2,Yes,Business
2115,Mr.,Craig,R,Murray,Visa,Internet developer,male,47,Urban,No,,,No,,,,No,
2122,Mr.,Rohan,M,Crawford,,Information and record clerk,male,47,Urban,Yes,34502,Single,Yes,Level1,1,3,Yes,Business
2146,Mr.,Kye,M,White,AMEX,Budget manager,male,46,Urban,Yes,30794,Single,Yes,Level3,1,2,Yes,Business
2151,Mr.,Cyrus,A,Christie,Visa,Leasing consultant,male,50,Urban,Yes,34644,Single,Yes,Level2,1,3,Yes,Business
2152,Mrs.,Lexie,H,Hamilton,AMEX,,female,21,Rural,No,,,No,,,,No,
2153,Mr.,Ben,E,Bell,,Instructional designer,male,44,Urban,Yes,31446,Single,Yes,Level2,0,3,No,
2157,Mr.,Ryan,M,Carey,Visa,,male,50,Urban,No,,,Yes,Level2,0,2,Yes,Standard
2160,Mr.,Harry,S,Black,AMEX,Extractive metallurgical engineer,male,43,Urban,Yes,36924,Single,Yes,Level2,0,3,Yes,Senior
2167,Ms.,Morgan,E,Wilson,Visa,,female,21,Urban,Yes,5090,Single,No,,,,No,
2168,Ms.,Harriet,L,Hancock,,,female,52,Urban,Yes,32158,Single,Yes,Level2,2,2,Yes,Standard
2198,Ms.,Patrycja,B,Alexander,AMEX,,female,46,Rural,Yes,17751,Single,Yes,Level3,1,2,No,
2201,Ms.,Isabelle,B,Bray,,Personnel clerk,female,53,Rural,Yes,13042,Single,Yes,Level2,1,2,No,
2205,Mr.,Glenn,A,Smith,,Land agent,male,44,Urban,Yes,36398,Single,No,,,,Yes,Business
2215,Mrs.,Alisha,E,Cooper,,Team assembler,female,46,Rural,Yes,28062,Single,Yes,Level2,1,3,No,
2218,Mrs.,Sarah,T,Thomas,Visa,Referee,female,45,Urban,Yes,34248,Single,Yes,Level1,1,2,No,
2220,Mr.,Daniel,N,Miller,AMEX,Geriatric nurse,male,41,Urban,Yes,34048,Single,Yes,Level3,1,2,Yes,Premium
2232,Mr.,Darren,I,Kerr,Visa,Telephone installer,male,43,Urban,Yes,29745,Bundle,Yes,Level2,0,2,Yes,Premium
2241,Ms.,Alisha,A,Benson,Visa,Cable line installer,female,43,Urban,Yes,32053,Single,Yes,Level3,1,2,Yes,Business
2242,Mr.,Alfie,A,Hamilton,Visa,,male,18,Rural,Yes,5128,Bundle,No,,,,Yes,Premium
2249,Mr.,Kobe,E,Hughes,Visa,Interior designer,male,71,Urban,Yes,25692,Single,Yes,Level3,1,0,Yes,Senior
2259,Mr.,Farhan,N,White,Visa,,male,18,Rural,Yes,25830,Bundle,Yes,Level1,0,0,No,
2260,Mrs.,Alice,J,Bowen,AMEX,X-ray technician,female,46,Urban,Yes,30705,Single,No,,,,No,
2262,Mr.,Bradley,E,Poole,Visa,Vocational education teacher,male,45,Urban,Yes,38876,Bundle,No,,,,No,
2263,Mr.,Finlay,P,James,AMEX,,male,46,Urban,Yes,21422,Single,No,,,,Yes,Premium
2264,Ms.,Jamie,Z,Taylor,,Travel adviser,female,51,Urban,Yes,37762,Single,No,,,,No,
2270,Ms.,Juliette,L,Martin,AMEX,,female,65,Rural,No,,,Yes,Level1,1,0,No,
2275,Mr.,Edward,M,Wilson,AMEX,Workforce development officer,male,20,Urban,Yes,27263,Bundle,No,,,,Yes,Business
2278,Mrs.,Rachael,C,Stevenson,Visa,Bookmobile driver,female,50,Urban,Yes,31808,Single,No,,,,No,
2287,Mr.,Logan,M,Sanders,Visa,,male,48,Urban,Yes,27948,Single,Yes,Level2,1,2,No,
2292,Mr.,Mitchell,A,Mackay,AMEX,Bricklayer,male,51,Rural,Yes,19766,Single,Yes,Level2,1,3,No,
2296,Mrs.,Aila,D,Hill,Visa,,female,49,Rural,Yes,32813,Single,Yes,Level1,1,2,Yes,Business
2298,Ms.,Tilly,J,Davidson,Visa,,female,55,Rural,Yes,33811,Single,Yes,Level3,1,3,Yes,Premium
2299,Mr.,Andrew,S,Morton,AMEX,Foreign language interpreter,male,45,Rural,Yes,29866,Single,Yes,Level2,1,2,No,
2306,Ms.,Megan,S,Woodward,AMEX,Executive administrative assistant,female,18,Urban,Yes,23670,Bundle,No,,,,No,
2307,Mrs.,Kirstie,T,Shaw,,,female,23,Urban,Yes,4734,Bundle,No,,,,Yes,Backpacker
2313,Mr.,Harrison,L,Bryan,AMEX,,male,48,Urban,Yes,35724,Single,No,,,,Yes,Business
2323,Ms.,Chanelle,A,McIntyre,,,female,50,Urban,Yes,-16888,Single,Yes,Level2,1,2,No,
2329,Mr.,Harrison,F,Harding,Visa,Terrazzo worker,male,47,Urban,Yes,30029,Single,No,,,,Yes,Standard
2335,Mr.,Mateusz,O,Mackenzie,AMEX,Aircraft electrician,male,18,Urban,Yes,27540,Bundle,No,,,,No,
2338,Mr.,Luis,C,Milne,AMEX,Horse trainer,male,47,Rural,Yes,18472,Single,Yes,Level2,1,2,No,
2339,Mr.,Luca,M,Nolan,AMEX,Financial aid director,male,50,Rural,Yes,14318,Single,Yes,Level2,1,2,No,
2341,Mrs.,Abigail,O,Sanderson,Visa,Gas appliance repairer,female,44,Rural,Yes,16582,Single,Yes,Level2,2,3,Yes,Standard
2346,Mrs.,Abbey,L,Bruce,AMEX,Screen printing machine operator,female,18,Rural,Yes,28166,Bundle,No,,,,Yes,Premium
2349,Mr.,Cayden,M,Shaw,AMEX,Literary interpreter,male,54,Rural,Yes,18032,Single,Yes,Level2,0,2,No,
2351,Ms.,Tegan,J,Coles,Visa,,female,50,Rural,Yes,41649,Single,No,,,,Yes,Business
2355,Mr.,James,M,Milne,Visa,Pilot,male,19,Rural,Yes,27593,Bundle,No,,,,No,
2364,Ms.,Inaaya,R,Jamieson,AMEX,Training director,female,46,Rural,Yes,36498,Single,Yes,Level1,0,2,No,
2365,Mr.,Steven,M,Johnstone,AMEX,Embossing machine operator,male,47,Rural,Yes,13804,Single,Yes,Level2,2,2,Yes,Standard
2368,Mr.,Thomas,C,Kaur,AMEX,,male,44,Urban,No,,,Yes,Level3,1,3,Yes,Premium
2377,Mr.,Toby,L,Cunningham,Visa,Social psychologist,male,50,Rural,Yes,15749,Single,Yes,Level1,1,3,No,
2378,Mr.,Zac,F,Mackenzie,AMEX,,male,23,Urban,Yes,4680,Bundle,No,,,,Yes,Premium
2379,Mrs.,Eloise,H,Naylor,Visa,,female,20,Urban,Yes,5329,Bundle,No,,,,Yes,Premium
2382,Mr.,Dylan,L,Doyle,Visa,Civil engineer,male,48,Rural,Yes,16314,Single,No,,,,No,
2384,Mr.,Jacob,G,Dyer,Visa,Pharmacy technician,male,49,Urban,Yes,29506,Single,Yes,Level3,0,2,Yes,Business
2388,Dr.,Joel,F,Scott,AMEX,Technical trainer,male,21,Urban,Yes,22806,Bundle,No,,,,Yes,Business
2395,Ms.,Cora,A,Sinclair,,,female,55,Urban,Yes,38024,Single,No,,,,No,
2402,Ms.,Melissa,M,Day,,,female,45,Urban,Yes,32292,Single,Yes,Level2,1,2,No,
2404,Ms.,Summer,J,Fraser,Visa,Staffing consultant,female,61,Rural,Yes,28940,Single,Yes,Level3,1,0,Yes,Senior
2406,Ms.,Zara,W,Pollard,AMEX,Insurance broker,female,18,Urban,Yes,4830,Single,No,,,,Yes,Standard
2411,Ms.,Amy-leigh,N,Scott,,Maxillofacial surgeon,female,51,Rural,Yes,15402,Single,Yes,Level3,2,2,Yes,Standard
2417,Ms.,Jessica,M,Gregory,AMEX,Geologist,female,20,Urban,Yes,4782,Bundle,No,,,,No,
2423,Mrs.,Skye,S,Gardner,AMEX,,female,46,Urban,No,,,Yes,Level2,1,2,No,
2428,Mr.,Jaden,C,Smith,AMEX,Rail transportation occupation,male,52,Rural,Yes,10789,Bundle,Yes,Level2,1,2,No,
2429,Ms.,Abbie,J,Barry,AMEX,Forging machine tender,female,68,Rural,No,,,Yes,Level3,1,0,No,
2438,Mrs.,Madison,T,Knowles,,Load dispatcher,female,52,Rural,Yes,13758,Single,Yes,Level1,1,3,No,
2443,Mr.,Brandon,E,Clarke,AMEX,Telephone installer,male,45,Rural,Yes,15442,Single,Yes,Level2,0,2,No,
2450,Mr.,Tomas,A,Aitken,Visa,Conference service coordinator,male,44,Rural,No,,,Yes,Level2,0,3,No,
2453,Dr.,Mason,I,Stephens,AMEX,,male,20,Urban,Yes,5067,Bundle,No,,,,Yes,Premium
2462,Mr.,Louie,H,Gray,Visa,,male,41,Urban,Yes,29259,Single,Yes,Level1,1,3,No,
2476,Mr.,Musa,N,Morrison,AMEX,,male,45,Urban,No,,,Yes,Level3,1,2,Yes,Business
2483,Mr.,Frank,J,Fraser,Visa,Quality control technician,male,41,Rural,Yes,14309,Single,Yes,Level2,1,3,Yes,Premium
2493,Mrs.,Rachel,S,Reeves,AMEX,Poultry farmer,female,47,Rural,Yes,11933,Single,Yes,Level3,1,3,No,
2498,Ms.,Anna,M,Perry,AMEX,Ambulatory care nurse,female,40,Urban,No,,,No,,,,No,
2499,Mrs.,Aleah,M,Jamieson,Visa,Appellate court judge,female,42,Urban,No,,,Yes,Level3,0,3,Yes,Business
2506,Mr.,Oscar,D,Ritchie,,,male,51,Rural,Yes,13516,Single,No,,,,No,
2513,Mr.,Jude,E,Dodd,Visa,Computer clerk,male,44,Urban,Yes,41027,Bundle,Yes,Level2,0,2,No,
2516,Mr.,Danny,E,Ross,AMEX,,male,20,Urban,Yes,5158,Bundle,No,,,,Yes,Backpacker
2519,Mr.,Cody,J,King,Visa,Maxillofacial surgeon,male,18,Urban,Yes,4847,Bundle,No,,,,Yes,Backpacker
2520,Mr.,Jacob,E,Parkinson,Visa,Independent adjuster,male,51,Rural,Yes,18709,Single,Yes,Level2,1,3,No,
2530,Mr.,Ellis,N,Marshall,Visa,Cryptanalyst,male,45,Urban,Yes,31535,Bundle,Yes,Level2,1,2,Yes,Business
2532,Mr.,Connor,L,Hancock,AMEX,Airline pilots,male,64,Rural,Yes,26210,Single,Yes,Level3,0,0,No,
2536,Ms.,Ellie-louise,D,Russell,AMEX,,female,51,Rural,Yes,16228,Single,No,,,,No,
2543,Mr.,Sam,I,Hurst,Visa,Veterinary assistants and laboratory animal caretaker,male,53,Rural,Yes,16726,Single,Yes,Level2,1,2,No,
2548,Mr.,Rayyan,N,Jones,,,male,49,Urban,Yes,31513,Single,Yes,Level2,1,3,Yes,Business
2549,Ms.,Aleksandra,A,Smith,,,female,41,Urban,Yes,29858,Single,Yes,Level2,0,2,Yes,Premium
2552,Mr.,Natan,M,White,AMEX,Door-to-door sales worker,male,45,Urban,Yes,35148,Single,No,,,,No,
2553,Ms.,Abbi,B,Kerr,,Outside order clerk,female,21,Urban,No,,,Yes,Level1,0,0,Yes,Backpacker
2554,Mrs.,Skye,M,Osborne,AMEX,Purchasing technician,female,49,Urban,Yes,19063,Single,Yes,Level3,0,3,No,
2563,Mr.,Michael,D,Chadwick,Visa,Forensic nurse,male,43,Urban,Yes,35750,Bundle,No,,,,No,
2564,Mr.,Victor,J,Marshall,,Chiropractor,male,20,Urban,Yes,5091,Bundle,No,,,,Yes,Premium
2579,Mr.,Conor,P,Macleod,AMEX,Winch operator,male,19,Urban,Yes,4883,Bundle,No,,,,Yes,Backpacker
2587,Mr.,Bobby,H,McGregor,AMEX,,male,70,Rural,Yes,20496,Single,Yes,Level2,0,0,Yes,Senior
2588,Mrs.,Tara,A,Shaw,Visa,Zoologist,female,19,Urban,Yes,24084,Bundle,No,,,,No,
2592,Ms.,Evie,J,Burrows,AMEX,Radio announcer,female,44,Rural,Yes,14340,Single,No,,,,Yes,Business
2599,Mr.,Natan,Y,Paterson,AMEX,,male,51,Rural,Yes,8235,Single,Yes,Level3,0,3,Yes,Business
2605,Ms.,Matilda,R,Cooper,AMEX,,female,55,Urban,Yes,18999,Single,Yes,Level2,2,3,No,
2611,Mrs.,Leah,M,Jones,AMEX,Machine setter,female,47,Urban,Yes,38570,Single,No,,,,No,
2614,Mrs.,Harriet,F,Goodwin,Visa,Tax examiner,female,50,Rural,No,,,Yes,Level3,2,2,No,
2618,Mr.,Kian,S,Thompson,AMEX,Industrial maintenance worker,male,21,Urban,Yes,5095,Bundle,Yes,Level1,0,0,Yes,Backpacker
2620,Mrs.,Stella,N,MacDonald,Visa,Coache,female,52,Urban,Yes,31471,Bundle,Yes,Level2,1,3,Yes,Premium
2624,Ms.,Cerys,A,Brown,AMEX,Inhalation therapist,female,19,Rural,Yes,24331,Bundle,No,,,,Yes,Premium
2630,Mr.,William,R,Gardiner,AMEX,Emergency care nurse,male,22,Urban,No,,,No,,,,Yes,Business
2634,Mr.,Toby,E,Cameron,,,male,49,Urban,Yes,36819,Single,Yes,Level3,1,3,Yes,Business
2638,Mr.,Caelan,M,Grant,AMEX,,male,45,Urban,Yes,27216,Single,No,,,,No,
2646,Mrs.,Teigan,A,King,AMEX,Product designer,female,48,Urban,Yes,30894,Single,Yes,Level2,1,2,Yes,Premium
2670,Mrs.,Grace,N,Payne,AMEX,Nurse practitioner,female,48,Rural,Yes,14988,Single,Yes,Level2,1,2,No,
2673,Ms.,Tia,D,Francis,Visa,Physical chemist,female,18,Urban,Yes,5085,Bundle,No,,,,Yes,Backpacker
2677,Mrs.,Neave,M,Craig,AMEX,,female,45,Urban,Yes,33473,Single,Yes,Level2,1,2,No,
2687,Mr.,Muhammad,L,Chadwick,Visa,Cost engineer,male,48,Urban,Yes,32329,Bundle,Yes,Level2,0,3,Yes,Business
2691,Mrs.,Ashley,J,Docherty,Visa,Staff development specialist,female,20,Urban,Yes,27614,Bundle,Yes,Level1,1,0,Yes,Backpacker
2697,Mr.,Kyle,L,Graham,,Floor broker,male,19,Urban,Yes,4812,Bundle,Yes,Level1,1,0,Yes,Backpacker
2698,Mrs.,Ailey,G,Watson,AMEX,,female,20,Urban,Yes,20670,Bundle,Yes,Level1,0,0,Yes,Premium
2702,Mrs.,Amna,C,Hunter,Visa,,female,18,Rural,Yes,25961,Bundle,No,,,,Yes,Premium
2713,Mr.,Anas,K,Sinclair,AMEX,Purchasing clerk,male,19,Rural,No,,,No,,,,Yes,Backpacker
2716,Mr.,Reece,M,Docherty,Visa,,male,66,Rural,Yes,29372,Single,No,,,,Yes,Senior
2725,Mrs.,Jodie,T,Millar,,,female,53,Rural,Yes,8112,Single,Yes,Level3,1,2,Yes,Business
2731,Mr.,Archie,M,Robinson,AMEX,Letterpress operator,male,46,Urban,Yes,31111,Bundle,No,,,,No,
2735,Mrs.,Molly,E,Allan,Visa,Administrative services manager,female,43,Rural,Yes,15332,Single,Yes,Level2,2,2,No,
2736,Mr.,Sean,K,Cooper,AMEX,,male,20,Urban,Yes,31358,Bundle,Yes,Level1,0,0,Yes,Premium
2738,Ms.,Sky,X,Ritchie,AMEX,Occupational health and safety inspector,female,19,Urban,Yes,5126,Bundle,No,,,,No,
2743,Mrs.,Ruth,L,Fraser,,,female,42,Urban,Yes,31269,Single,Yes,Level1,1,3,No,
2748,Mr.,Isaac,R,Kerr,Visa,Copy editor,male,52,Rural,No,,,Yes,Level3,1,2,No,
2754,Mrs.,Sally,W,Thomson,AMEX,,female,50,Urban,Yes,31407,Single,Yes,Level1,1,3,Yes,Business
2761,Ms.,Eve,J,Fox,AMEX,LAN manager,female,19,Urban,Yes,4930,Bundle,Yes,Level1,0,0,Yes,Backpacker
2775,Ms.,Darcy,A,White,Visa,,female,44,Urban,Yes,19207,Single,Yes,Level1,2,2,No,
2784,Mr.,Declan,K,Alexander,Visa,Agricultural engineer,male,65,Rural,Yes,28273,Single,Yes,Level3,1,0,Yes,Senior
2793,Mr.,Aden,R,Bell,,,male,46,Rural,No,,,Yes,Level3,0,3,No,
2795,Mrs.,Paige,H,Collier,AMEX,,female,45,Urban,Yes,35228,Single,Yes,Level2,1,3,No,
2796,Mr.,Rory,A,Paterson,,Violin repairer,male,46,Rural,No,,,Yes,Level2,1,2,Yes,Premium
2809,Ms.,Lilly,F,Myers,AMEX,Materials scientist,female,46,Urban,Yes,14003,Single,Yes,Level1,1,3,No,
2810,Mr.,Dominic,N,Bennett,AMEX,Map editor,male,43,Rural,Yes,18018,Single,Yes,Level1,0,3,Yes,Standard
2815,Mr.,Liam,A,Hussain,AMEX,,male,53,Rural,Yes,35605,Single,No,,,,Yes,Business
2816,Mr.,Jonathan,C,Marshall,Visa,Polisher,male,46,Urban,Yes,34894,Single,Yes,Level2,1,2,Yes,Standard
2817,Mr.,Kris,J,Ross,AMEX,Mortgage loan officer,male,50,Urban,Yes,32680,Bundle,Yes,Level2,2,3,No,
2818,Mr.,Harrison,L,Taylor,Visa,Special education teacher,male,43,Urban,Yes,32369,Single,No,,,,No,
2821,Mr.,Cian,F,Douglas,Visa,,male,47,Rural,Yes,11055,Single,Yes,Level2,1,3,No,
2826,Mrs.,Eve,B,Metcalfe,,Dietetic technician,female,45,Rural,No,,,No,,,,No,
2827,Mr.,Matthew,S,Dawson,AMEX,Pharmacist,male,47,Urban,Yes,34056,Single,Yes,Level1,0,2,Yes,Business
2831,Mrs.,Shannon,L,Dickinson,AMEX,Handymen,female,23,Urban,Yes,5365,Bundle,No,,,,Yes,Backpacker
2832,Ms.,Poppy,T,Woods,Visa,,female,19,Urban,No,,,No,,,,No,
2841,Mrs.,Lydia,C,French,AMEX,City planner,female,47,Rural,No,,,Yes,Level2,0,2,Yes,Business
2848,Mr.,Samuel,S,Wilson,Visa,Bookkeeping clerk,male,44,Urban,Yes,29471,Single,No,,,,No,
2849,Mrs.,Esme,C,Thomson,AMEX,Aircraft surfaces assembler,female,18,Urban,No,,,No,,,,Yes,Backpacker
2856,Ms.,Louise,F,Mitchell,AMEX,Line repairer,female,24,Rural,Yes,21238,Bundle,No,,,,Yes,Backpacker
2867,Mr.,Charlie,C,Pickering,AMEX,Time and attendance clerk,male,46,Urban,Yes,13896,Single,No,,,,No,
2872,Mr.,McKenzie,C,McGregor,AMEX,Placement director,male,46,Urban,Yes,30585,Single,Yes,Level1,0,3,Yes,Standard
2873,Mr.,Jaden,W,Williamson,Visa,Homeowner association manager,male,41,Rural,Yes,34270,Single,Yes,Level2,1,2,Yes,Backpacker
2885,Mr.,Robert,N,Daniels,,Radiologic nurse,male,23,Urban,Yes,24266,Bundle,No,,,,Yes,Premium
2889,Dr.,Sofia,T,O'Brien,Visa,Sorter,female,20,Urban,Yes,5070,Bundle,No,,,,Yes,Premium
2901,Mr.,Edward,H,Flynn,AMEX,,male,71,Rural,Yes,23743,Single,Yes,Level2,0,0,Yes,Senior
2902,Mr.,Christopher,L,Kemp,Visa,Cementing and gluing machine tender,male,43,Urban,No,,,No,,,,No,
2908,Mrs.,Sophia,K,Bryan,,Human resources administrative assistant,female,45,Rural,Yes,31076,Single,Yes,Level3,1,3,No,
2915,Mr.,Henry,M,Allen,Visa,,male,48,Rural,Yes,16108,Single,Yes,Level2,1,2,No,
2919,Mr.,Jake,M,Johnson,Visa,Lawyer,male,21,Rural,Yes,20537,Single,No,,,,Yes,Premium
2921,Ms.,Tara,W,Johnstone,,,female,48,Urban,Yes,36065,Single,Yes,Level1,0,2,No,
2926,Mr.,Mason,M,Chambers,AMEX,Account executive,male,51,Urban,Yes,13793,Single,Yes,Level2,0,2,No,
2931,Ms.,Scarlett,Z,Kelly,Visa,Finance manager,female,21,Rural,Yes,22536,Bundle,No,,,,No,
2934,Mr.,Jason,D,Muir,,Food batchmaker,male,48,Urban,Yes,12181,Single,Yes,Level2,1,2,Yes,Standard
2940,Ms.,Macy,K,Mackenzie,AMEX,University professor,female,19,Rural,Yes,4945,Bundle,No,,,,Yes,Backpacker
2941,Mrs.,Harriet,B,Marsh,AMEX,,female,46,Urban,Yes,34652,Single,No,,,,No,
2944,Mr.,Fergus,C,Kelly,,Historian,male,70,Urban,Yes,22218,Single,Yes,Level3,0,0,Yes,Premium
2946,Mr.,Harry,M,Sykes,Visa,Milling and planing machine tender,male,19,Rural,Yes,23873,Bundle,Yes,Level1,0,0,Yes,Premium
2948,Ms.,Josie,E,MacDonald,AMEX,,female,55,Rural,Yes,17450,Single,No,,,,Yes,Premium
2951,Mrs.,Gabriela,F,Kelly,AMEX,,female,45,Urban,Yes,29029,Single,Yes,Level2,1,2,Yes,Business
2952,Ms.,Rhianna,S,Mackay,AMEX,Police dispatcher,female,49,Urban,Yes,33654,Single,Yes,Level2,1,3,Yes,Business
2956,Mrs.,Elizabeth,C,McDonald,,,female,65,Urban,Yes,26631,Bundle,Yes,Level1,1,1,No,
2978,Ms.,Paige,R,Giles,Visa,,female,49,Urban,No,,,Yes,Level2,1,2,No,
2979,Mr.,Liam,O,Thomson,Visa,,male,51,Rural,Yes,9231,Single,Yes,Level2,1,3,No,
2992,Ms.,Jessica,H,Hunter,AMEX,Revenue officer,female,42,Urban,Yes,30928,Single,Yes,Level3,1,2,No,
2996,Mrs.,Teegan,C,McMillan,AMEX,Job development specialist,female,46,Urban,Yes,34585,Single,Yes,Level2,2,3,Yes,Standard
3000,Mr.,Artur,A,Burns,Visa,,male,48,Urban,Yes,32253,Single,Yes,Level2,0,2,No,
3003,Mr.,Junior,B,Cunningham,,,male,50,Urban,Yes,28566,Single,No,,,,No,
3009,Ms.,Aaliyah,L,Howard,Visa,Special education teacher,female,44,Urban,Yes,36194,Single,Yes,Level2,0,2,Yes,Business
3010,Ms.,Miya,M,Docherty,Visa,,female,47,Urban,Yes,36413,Single,Yes,Level2,1,3,Yes,Business
3011,Mr.,Declan,S,Carey,AMEX,Fire prevention specialist,male,45,Urban,Yes,37369,Single,No,,,,Yes,Business
3016,Dr.,Brayden,K,Jones,Visa,,male,42,Urban,Yes,34006,Single,Yes,Level3,1,2,No,
3018,Ms.,Abigail,C,Moore,AMEX,,female,20,Rural,Yes,24239,Bundle,Yes,Level1,0,0,Yes,Standard
3031,Mr.,Israel,R,Campbell,,Human resources representative,male,49,Rural,Yes,21339,Single,Yes,Level2,0,3,Yes,Standard
3032,Mrs.,Keeva,C,Gibson,Visa,Gaming services,female,53,Urban,No,,,Yes,Level2,1,3,Yes,Business
3033,Mrs.,Demi,H,Fox,Visa,Administrative support services director,female,47,Urban,Yes,19621,Single,Yes,Level1,1,3,No,
3036,Ms.,Nicole,M,Walker,Visa,Electronic transcriber,female,19,Urban,Yes,4919,Single,No,,,,Yes,Backpacker
3038,Mrs.,Annalise,O,Grant,Visa,Numerical tool and process control programmer,female,49,Rural,Yes,10375,Single,Yes,Level1,2,2,No,
3039,Mrs.,Lauryn,D,Clark,Visa,,female,20,Urban,Yes,5109,Bundle,No,,,,No,
3040,Ms.,McKenzie,Z,Johnston,Visa,,female,49,Urban,Yes,30921,Single,Yes,Level2,0,2,No,
3041,Mr.,Alastair,S,Scott,Visa,Superintendent,male,20,Urban,Yes,27629,Bundle,Yes,Level1,0,0,Yes,Premium
3049,Mrs.,Mollie,F,Holloway,Visa,Localization translator,female,19,Urban,Yes,23277,Bundle,No,,,,Yes,Business
3050,Mr.,Finley,M,Nolan,,,male,46,Urban,Yes,41337,Single,Yes,Level3,1,3,Yes,Business
3056,Mr.,Harley,C,May,,Administrative support services director,male,45,Rural,Yes,17131,Single,Yes,Level2,1,3,No,
3060,Mr.,Arthur,A,Fleming,Visa,Brokerage sales assistant,male,44,Urban,Yes,15864,Single,Yes,Level1,0,2,Yes,Standard
3061,Ms.,Maya,G,Herbert,Visa,,female,49,Urban,Yes,12884,Single,Yes,Level1,1,3,No,
3062,Mr.,Adam,T,Poole,AMEX,,male,46,Rural,Yes,29187,Single,Yes,Level2,0,2,No,
3067,Mrs.,Lucy,S,Watts,Visa,,female,21,Rural,Yes,28967,Single,Yes,Level3,1,0,Yes,Backpacker
3070,Mr.,Natan,B,Stevenson,Visa,,male,18,Rural,No,,,No,,,,Yes,Business
3071,Dr.,Lilly,J,Akhtar,AMEX,Health physicist,female,18,Urban,No,,,Yes,Level1,0,0,Yes,Premium
3076,Ms.,Annie,R,Walker,AMEX,,female,67,Urban,Yes,35605,Bundle,Yes,Level2,1,0,Yes,Premium
3079,Ms.,Addison,E,McDonald,Visa,Engineer,female,42,Urban,Yes,32584,Single,Yes,Level2,1,2,No,
3083,Mrs.,Lilly,M,Garner,AMEX,,female,48,Urban,Yes,40736,Single,Yes,Level2,1,3,Yes,Business
3085,Mr.,Aiden,J,Smith,,,male,49,Rural,Yes,15066,Single,No,,,,No,
3087,Mrs.,Miriam,H,Bruce,Visa,,female,49,Rural,Yes,12195,Single,No,,,,No,
3094,Mrs.,Alana,Y,Kerr,Visa,Microbiologist,female,20,Rural,Yes,27882,Bundle,No,,,,Yes,Premium
3103,Mr.,James,E,Hutchinson,AMEX,Homeowner association manager,male,23,Rural,Yes,31474,Bundle,No,,,,Yes,Premium
3125,Mr.,Nicholas,C,Lawrence,,Gaming supervisor,male,48,Urban,Yes,38029,Single,Yes,Level3,1,2,No,
3132,Ms.,Hollie,A,Stevens,AMEX,Training consultant,female,54,Rural,Yes,16278,Single,Yes,Level2,0,2,No,
3133,Mr.,Alan,P,Fraser,AMEX,Power dispatcher,male,51,Urban,Yes,45494,Single,Yes,Level3,1,3,Yes,Premium
3141,Ms.,Emma,B,Bradley,AMEX,Policy analyst,female,66,Rural,Yes,20714,Single,No,,,,Yes,Senior
3143,Mrs.,Hannah,A,Whitehead,Visa,Cutter,female,18,Urban,Yes,26111,Bundle,Yes,Level1,1,0,Yes,Backpacker
3144,Mrs.,Neive,E,Allan,AMEX,,female,54,Rural,Yes,12013,Single,Yes,Level2,2,2,No,
3150,Mr.,Bradley,I,Marsden,AMEX,Aerobics instructor,male,46,Rural,No,,,Yes,Level2,0,2,No,
3160,Mrs.,Abby,A,Gray,AMEX,Camera repairer,female,47,Rural,Yes,28923,Single,Yes,Level1,1,3,No,
3164,Ms.,Esther,K,Anderson,Visa,,female,67,Rural,Yes,25709,Single,Yes,Level3,1,0,Yes,Standard
3177,Ms.,Madison,Y,Hay,Visa,,female,21,Urban,Yes,5051,Bundle,No,,,,No,
3179,Mrs.,Shona,C,Craig,,,female,45,Urban,Yes,33850,Single,No,,,,Yes,Business
3185,Mr.,Rory,H,Murray,AMEX,Fence erector,male,52,Urban,Yes,33315,Single,Yes,Level2,1,2,No,
3191,Mr.,Nathaniel,K,Paterson,AMEX,,male,24,Urban,Yes,4584,Bundle,No,,,,Yes,Backpacker
3196,Ms.,Abbie,A,Campbell,Visa,,female,48,Urban,Yes,32598,Single,No,,,,No,
3200,Mr.,Oliwier,A,Duncan,,Hand typesetter,male,45,Urban,Yes,25816,Single,Yes,Level3,1,2,Yes,Business
3213,Mr.,Arron,L,Reid,AMEX,,male,21,Urban,Yes,4577,Bundle,No,,,,No,
3223,Mr.,Connor,C,Brown,AMEX,Groundskeeping worker,male,46,Rural,Yes,17998,Single,Yes,Level1,1,2,No,
3227,Dr.,Toby,M,Andrews,Visa,Finisher,male,53,Urban,Yes,31439,Single,Yes,Level2,1,2,Yes,Business
3229,Mr.,Boyd,A,Brown,Visa,Window clerk,male,50,Rural,Yes,14407,Single,Yes,Level1,0,3,No,
3230,Ms.,Constance,M,Reilly,,Exercise instructor,female,46,Rural,Yes,11240,Single,Yes,Level2,2,3,No,
3236,Ms.,Sophia,M,Read,AMEX,,female,51,Rural,Yes,17227,Single,Yes,Level1,0,2,Yes,Standard
3237,Mrs.,Aimee,C,Patel,AMEX,Excavating operator,female,45,Urban,Yes,37720,Single,Yes,Level1,1,2,Yes,Premium
3242,Mrs.,Mairi,G,Robertson,,Image designer,female,23,Urban,Yes,4943,Bundle,No,,,,Yes,Backpacker
